iter	RMSE
701	0.3056877378
702	0.3055170764
703	0.3048819635
704	0.3048237246
705	0.3045207008
706	0.3043477435
707	0.3038564107
708	0.3033181869
709	0.3031203153
710	0.3029033015
711	0.3022747426
712	0.3022506805
713	0.3020443046
714	0.3016568263
715	0.3015603035
716	0.3012225534
717	0.300978575
718	0.3008094861
719	0.3007487237
720	0.3004616568
721	0.2998049414
722	0.2995706722
723	0.2990649142
724	0.2987979877
725	0.298707875
726	0.2985584956
727	0.2981423804
728	0.2981152679
729	0.2978391167
730	0.2973992417
731	0.2973880373
732	0.2972322478
733	0.2971499773
734	0.2965498149
735	0.2963743815
736	0.2960832331
737	0.2955743245
738	0.2952731218
739	0.2952457834
740	0.2948001936
741	0.2945391934
742	0.294491127
743	0.2941613202
744	0.293793804
745	0.2935847105
746	0.2932038922
747	0.2928907538
748	0.2927685245
749	0.2924008177
750	0.2915626093
751	0.2913262859
752	0.2908911647
753	0.2904003556
754	0.2903069343
755	0.2902341094
756	0.2899494697
757	0.2897598741
758	0.2896439556
759	0.2895801915
760	0.2893979264
761	0.288828064
762	0.2884127709
763	0.2880325251
764	0.2880004781
765	0.2878355725
766	0.2876271979
767	0.2872135353
768	0.2870400829
769	0.2868315309
770	0.2864937502
771	0.2864525372
772	0.2859620394
773	0.2859169825
774	0.2853209262
775	0.2849095104
776	0.2846724681
777	0.2844180545
778	0.2843875615
779	0.2841577968
780	0.2839427909
781	0.2839209215
782	0.2836135873
783	0.2835354309
784	0.2828427204
785	0.2827255872
786	0.2822944878
787	0.2821882516
788	0.2819181701
789	0.2815285105
790	0.2812484719
791	0.2812340241
792	0.2811833877
793	0.2810428579
794	0.2804320616
795	0.2799421379
796	0.2798824822
797	0.2796121673
798	0.2794660841
799	0.2794422036
800	0.2794228713
801	0.2793955012
802	0.2793528051
803	0.2791440119
804	0.2790030455
805	0.2784214687
806	0.278147175
807	0.2779731779
808	0.2778029704
809	0.2776953038
810	0.2772901034
811	0.2770921268
812	0.2770437416
813	0.2767852469
814	0.2763215147
815	0.2758024647
816	0.2757812387
817	0.2757338844
818	0.2753701422
819	0.2753166498
820	0.2751109133
821	0.2748728113
822	0.2743099595
823	0.2741572005
824	0.2741343864
825	0.2739548962
826	0.2738506617
827	0.2734782479
828	0.2734485486
829	0.2734113779
830	0.2731094598
831	0.2730674636
832	0.2730221631
833	0.272513911
834	0.2724910206
835	0.2723131212
836	0.2719469974
837	0.2717657024
838	0.2717367964
839	0.2717137946
840	0.2713074732
841	0.2707514651
842	0.270733837
843	0.270472869
844	0.2700316279
845	0.2696617234
846	0.2695618775
847	0.2693783257
848	0.2693578903
849	0.2692605366
850	0.2692449513
851	0.2688647437
852	0.2688442736
853	0.2688114228
854	0.2685334887
855	0.2680670553
856	0.2677947264
857	0.2675928299
858	0.2674786395
859	0.2669412303
860	0.266552483
861	0.2665080367
862	0.2662630652
863	0.266170694
864	0.2655874813
865	0.2652213827
866	0.2647829808
867	0.2646243055
868	0.2645907936
869	0.2645381524
870	0.2643146075
871	0.2639664335
872	0.2636235852
873	0.2634010297
874	0.2631082734
875	0.2628126624
876	0.2622301863
877	0.2615216611
878	0.2615118514
879	0.2614924589
880	0.2614499814
881	0.2611668679
882	0.2607932238
883	0.2604693486
884	0.2603637467
885	0.2602102737
886	0.2600535716
887	0.2598354521
888	0.2596055474
889	0.2595077556
890	0.2591435148
891	0.2587234947
892	0.258436935
893	0.2580704364
894	0.2576571985
895	0.2576179103
896	0.2574304779
897	0.2574100483
898	0.2571394038
899	0.2571094498
900	0.2568670287
901	0.2568441759
902	0.2564068315
903	0.2560056695
904	0.2558040469
905	0.2554833353
906	0.2551812984
907	0.2549616299
908	0.2548559241
909	0.2544381848
910	0.2543870548
911	0.2541016198
912	0.2539439607
913	0.2537910316
914	0.2537718282
915	0.2534493894
916	0.2532510139
917	0.2527489067
918	0.2523308051
919	0.2519605617
920	0.251748649
921	0.2514918241
922	0.2513341383
923	0.2512917067
924	0.2510712648
925	0.2510582173
926	0.2505528923
927	0.2502317213
928	0.2500162281
929	0.2495851698
930	0.2493267456
931	0.2489715752
932	0.2484264288
933	0.2481276676
934	0.2478764295
935	0.2476152712
936	0.2475161
937	0.2472535959
938	0.2471028673
939	0.2469501223
940	0.246671706
941	0.2463914566
942	0.246003704
943	0.2459476782
944	0.2455303214
945	0.2452095202
946	0.2450163571
947	0.2446749722
948	0.2444959881
949	0.2441851949
950	0.2441709882
951	0.2438110419
952	0.243422991
953	0.2433914557
954	0.2430664922
955	0.2426981834
956	0.2425787417
957	0.2425398657
958	0.2420218392
959	0.2416305285
960	0.2412716877
961	0.241255432
962	0.241166767
963	0.2408863227
964	0.2408712049
965	0.2408206979
966	0.2407992298
967	0.2406672708
968	0.2405447596
969	0.2404008663
970	0.2403380262
971	0.2403071051
972	0.2401318944
973	0.2398541435
974	0.2394988727
975	0.2394729313
976	0.2391422176
977	0.2388373423
978	0.2385087681
979	0.2383358991
980	0.2381994057
981	0.2379242226
982	0.2377716309
983	0.2376724308
984	0.2374000429
985	0.2370955073
986	0.2370846361
987	0.2370050057
988	0.2368138261
989	0.2366978266
990	0.2363280711
991	0.2358828149
992	0.235868713
993	0.2358501521
994	0.2356398396
995	0.2355754128
996	0.2355533515
997	0.2355396639
998	0.2353509766
999	0.2351010647
